31.81885659,31.00657944,27.95353775,26.63708857,26.16092611,25.36373103,25.37665852,25.40466807,25.06855339,24.87248649,24.81646738,24.87248649
31.30368082,31.35769925,30.73648729,27.57640907,26.82015104,25.84781928,25.01253428,25.44268104,24.90249673,24.33530321,24.82146909,26.14492065
31.16863474,29.81817396,27.00921554,26.63108653,27.09024319,26.38500256,25.30763497,25.28062575,24.98452472,24.68642301,25.68576398,26.49604045
30.70947807,29.89920161,26.30697594,25.17258889,27.38734456,27.11725241,25.95585614,25.14557967,24.87548752,24.98352438,26.063893,27.11725241
30.90226799,30.27639927,27.11725241,26.71211417,27.40783431,27.43391217,26.15609687,25.11298234,24.9304373,24.95651516,26.57334269,27.30352286
30.19630298,29.14294357,27.33332613,26.09090222,28.60275926,27.95453809,26.25295751,24.74044144,24.82146909,26.22594829,27.81949201,28.54874083
30.30433984,30.19630298,28.46771318,26.44202202,28.4947224,28.57575005,26.49604045,24.90249673,24.60539536,26.49604045,28.27864867,29.00789749
29.81817396,29.81817396,29.24197736,25.33464418,26.49704079,28.87285142,26.44202202,24.70442915,24.55137693,27.95353775,28.8458422,28.71079612
30.30433984,30.00723847,29.98022925,28.08958417,28.00855652,29.46705416,27.09024319,24.28128477,25.68576398,30.30433984,30.73648729,29.98022925
0,0,0,27.9815473,28.90586268,29.76415553,29.43804426,24.53637181,26.27996672,31.43872689,31.33069003,30.67046476
0,0,0,26.09090222,25.46969026,28.93387224,30.16929376,24.09222027,22.66073184,28.08958417,29.55008249,30.54742278
0,0,0,26.82015104,26.63108653,27.17127084,28.71079612,27.84650123,18.39327579,22.98484243,25.63174555,31.16863474
